Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfYXRmOjIwMDM4MzA5Nzg4Mjk4OjowOjo&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTDMRY7%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,749,4.1 out of 5 stars,"6,672",B09VTDMRY7,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
"Victorinox, Crosslight Boarding Bag, 37 litres, Black, With 15.6 Inch Laptop Pocket, 612423|Backpack",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfYXRmOjMwMDA2OTIyNjI5NTczMjo6MDo6&url=%2FVictorinox-Crosslight-Boarding-612423-Backpack%2Fdp%2FB092ZNQ6P3%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"21,480",4.7 out of 5 stars,4,B092ZNQ6P3,Victorinox AG,"The Crosslight boarding bag is perfect for the traveler who prefers lightweight carrying. Along with ample storage space, it also has an expandable space that provides extra room for the souvenirs and gifts you pick for your loved ones. Made from 100% recycled materials with over 30 pet bottles, this softside carry-on is what you need to travel responsibly. Meet the Crosslight collection where Crosslight refers to our iconic cross and shield logo. It is a collection of versatility and practicality for those who prefer lightweight carrying. This collection is a new generation of softside luggage for effortless and functional traveling. By giving new life to recycled PET bottles, the collection has done it right so that you live light, pack light, and carry light."
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6 inch laptop) 30 L (Blue & black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?keywords=Bags&qid=1697641051&sr=8-3,499,4.3 out of 5 stars,"13,238",Not found,Not found,Not found
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_4?keywords=Bags&qid=1697641051&sr=8-4,799,4.3 out of 5 stars,"6,886",Fur Jaden,20 December 2018,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel
American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_5?keywords=Bags&qid=1697641051&sr=8-5,"1,049",4.0 out of 5 stars,"56,357",Not found,Not found,Not found
"JD Fresh Nylon 41 Liter Expandable Travel Bags for Women, Duffle Bags for Women Luggage, Foldable Vanity Traveling Bag, Waterproof Hand Bag for Ladies Personal Items (Sakura Pink,41 x 22 x 26 CM cm)",https://aax-eu.amazon.in/x/c/RDesslI99zN0Xnfdt-bKdh0AAAGLQ0q0VAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICD58UAD/https://www.amazon.in/JD-Expandable-Waterproof-Sakura-Pink/dp/B0BRNP6M1D/ref=sxin_17_sbv_search_btf?content-id=amzn1.sym.10447c6b-3f84-4df3-b999-01a8bbbf010e%3Aamzn1.sym.10447c6b-3f84-4df3-b999-01a8bbbf010e&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B0BRNP6M1D&pd_rd_r=677e448f-12a5-422b-b454-dfef0ec79174&pd_rd_w=YnJVA&pd_rd_wg=io7o2&pf_rd_p=10447c6b-3f84-4df3-b999-01a8bbbf010e&pf_rd_r=E5W5CDK1WEWKDE2W6RFY&qid=1697641051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-b614a050-8d70-4320-9c19-cc457ab2a351,731,3.9 out of 5 stars,428,B0BRNP6M1D,M/s JD Fresh,"JD Fresh Travel Duffle Bag, Expandable Folding Travel Bag for Women, Lightweight Waterproof Carry Overnight Luggage Bag for Travel (Maroon,40 x 23 x 45cm)"
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_6?keywords=Bags&qid=1697641051&sr=8-6,689,4.1 out of 5 stars,"1,956",B098QFF5TJ,Wesley,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag
TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?keywords=Bags&qid=1697641051&sr=8-7,529,3.7 out of 5 stars,"2,773",LEGEND-1,B09QJ7ZF2Y,Not found
"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_8?keywords=Bags&qid=1697641051&sr=8-8,449,4.4 out of 5 stars,"5,280",Not found,Not found,Not found
Ezee Black Medium Garbage Bags 90 Pcs | 19 X 21 Inch | 30 Pcs x Pack of 3 | Dustbin Trash Bag,https://www.amazon.in/Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q/ref=sr_1_9?keywords=Bags&qid=1697641051&sr=8-9,155,4.2 out of 5 stars,"28,702",Not found,Not found,Not found
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_10?keywords=Bags&qid=1697641051&sr=8-10,749,4.1 out of 5 stars,"6,672",B09VTDMRY7,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfbXRmOjIwMDIyMzA1MzQ2MzA2OjowOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_11_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,899",4.2 out of 5 stars,999,Cosmus,11 May 2018,"Cosmus Agility - Must have for travel enthusiast tech savvy guys

Cosmus bases on the cutting-edge of fashion trends, pursuing the best quality of bag category and devoting to providing the best product and service to customers. We make every effort to achieve the best in every detail of design, color, material, sewing, sales and service. Over the years we earned customer trust and this entrust us to provide high quality bags.

Backpack style
Comfortable back strap system, easy and convenient to load on your back.

Shoulder bag style
One back pocket for hiding the back straps, A removable Shoulder strap been included, when you use it as a shoulder bag.

Messenger bag style
One back pocket for hiding the back straps when you use it as a messenger bag."
"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfbXRmOjIwMTUzMDE2MzIyNjk4OjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BY99Z6DD%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,990",4.5 out of 5 stars,24,B0BY99Z6DD,Walkent OEM Baoding,"WALKENT Urban Laptop Bag is one the most versatile laptop, computer, tablet bag. With Durable, Long Lasting Mountain Oxford Cloth finish with durable material quality, this laptop backpack is something that everyone with laptop will need

Why Buy the Urban Laptop Bag?
➡️ Separate Laptop Compartment: Fits under 15.6"" Inch Laptops
➡️ Water Repellent and Scratch Resistant Oxford Fabric outer material
➡️ Headphone / USB Cable Hole in right side of the bag to easily charge your phone or listen to music with phone tucked away inside
➡️ Separate Compartment for Laptops and other items like pens, daily necessities, tech products etc…
➡️ Cushioned Laptop Compartment for better protection of your gadgets and work essentials
➡️ Padded straps and bag back makes carrying this bag easy and comfortable. It makes carrying heaviest of lead lightweight
➡️ Best Gifting Idea. Practical birthday gifts and functional present for those who go to work, office, college, traveling
➡️ Durable Materials with high quality zipper makes this backpack long lasting and sturdy

Now get STYLE WITH FUNCTIONALITY with the WALKENT Urban Laptop Bag.

BUY NOW!!!"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_13?keywords=Bags&qid=1697641051&sr=8-13,689,3.9 out of 5 stars,"3,853",B09VCLZ3K4,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6"" laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_14?keywords=Bags&qid=1697641051&sr=8-14,499,4.3 out of 5 stars,"13,238",Not found,Not found,Not found
ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_15?keywords=Bags&qid=1697641051&sr=8-15,374,3.9 out of 5 stars,"4,292",B07MXL986B,ADISA,Not found
"Safari Omega 30L Laptop Backpack with Raincover, school bag for boys and girls, college bag, office bag, travel bag for men and women, Teal",https://www.amazon.in/Safari-Laptop-Backpack-Raincover-college/dp/B097JH4V5G/ref=sr_1_16?keywords=Bags&qid=1697641051&sr=8-16,699,3.9 out of 5 stars,155,B097JH4V5G,Safari,"Safari Omega is a multi-purpose 2 compartment spacious laptop backpack suitable for office, travel, school. It comes with 2 front pockets and an organizer. The compression straps make your travelling comfortable by restricting the movement of items inside the backpack. It also comes with a rain cover ensuring protection throughout the year. Reflective strips will provide assistance during night travel. All in all it's a fully packed product that caters to all your daily travel needs."
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_17?keywords=Bags&qid=1697641051&sr=8-17,689,3.9 out of 5 stars,"3,853",B0BJ32LQ6X,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_18?keywords=Bags&qid=1697641051&sr=8-18,639,4.1 out of 5 stars,"6,672",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?keywords=Bags&qid=1697641051&sr=8-19,399,3.9 out of 5 stars,"17,616",B085MHDJ93,Amazing Bags,Not found
Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Navy-Tan),https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_20?keywords=Bags&qid=1697641051&sr=8-20,799,4.4 out of 5 stars,"6,798",B07G4JQX2F,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,800",4.5 out of 5 stars,118,B0BWNBQXDZ,Acefour Accessories Pvt. Ltd.,Not found
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTk3MTk3ODk1Mjg5NjU1OjE2OTc2NDEwNTE6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBags%26qid%3D1697641051%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,199",4.2 out of 5 stars,"2,305",B078JVT384,Cosmus,"Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+"
"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9hdGZfbmV4dDozMDAwNzE5MTYyMjY3MzI6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,918,3.9 out of 5 stars,821,Backpack International Pvt Ltd,3 March 2017,Not found
"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9hdGZfbmV4dDoyMDExMjA5NjMxNzU5ODo6MDo6&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"2,300",4.2 out of 5 stars,76,B0BSH4H4DB,Acefour Accessories Pvt. Ltd.,Not found
Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_19?keywords=Bags&qid=1697641057&sr=8-19,365,4.3 out of 5 stars,"8,414",Sfane,11 September 2019,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything.Big compartments holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India."
Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_20?keywords=Bags&qid=1697641057&sr=8-20,"2,299",4.5 out of 5 stars,"7,737",Safari Industries (India) Ltd,5 April 2018,Not found
Impulse IMP linear 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/Impulse-IMP-linear-Resistant-Navy/dp/B0CJJ15CM7/ref=sr_1_21?keywords=Bags&qid=1697641057&sr=8-21,510,5.0 out of 5 stars,4,IMP linear Navy blue,B0CJJ15CM7,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sr_1_17?keywords=Bags&qid=1697641057&sr=8-17,289,4.4 out of 5 stars,"35,913",Not found,Not found,Not found
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_18?keywords=Bags&qid=1697641057&sr=8-18,899,4.0 out of 5 stars,"10,509",B08YZ8FFBZ,"Akshaya Rubbers, Hebbal Industrial Area, Mysore",Not found
Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women - Brown,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_19?keywords=Bags&qid=1697641057&sr=8-19,798,4.4 out of 5 stars,"6,241",B07G4F6XFH,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
ADISA Laptop Backpack 31 Ltrs,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_20?keywords=Bags&qid=1697641057&sr=8-20,349,4.0 out of 5 stars,"9,235",B07G3CG9FC,ADISA,Not found
EXOTIC Women's Sling Bag,https://www.amazon.in/Exotic-Sling-Womens-Girls-Grey/dp/B092VSZ69M/ref=sr_1_21?keywords=Bags&qid=1697641057&sr=8-21,450,4.2 out of 5 stars,"2,748",B092VSZ69M,EXOTIC COLLECTIONS,Not found
"URBAN TRIBE Accelerator 30L Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Office Bag | Work, Business, Casual, College | Black",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9tdGY6MzAwMDcxOTE1MzU5MzMyOjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Accelerator%2Fdp%2FB01M6WLGH0%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,498",4.0 out of 5 stars,564,BACKPACK INTERNATIONAL PVT LTD.,11 October 2016,Not found
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9tdGY6MjAxMDU0NTE4NTE1OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_23_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,800",4.5 out of 5 stars,118,B0BR1D4SL1,Acefour Accessories Pvt. Ltd.,Not found
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_24?keywords=Bags&qid=1697641057&sr=8-24,689,3.9 out of 5 stars,"3,853",B0BHX7GY16,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_25?keywords=Bags&qid=1697641057&sr=8-25,399,3.9 out of 5 stars,"1,399",B09TPX22NF,ADISA,Not found
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Green/dp/B0CJHVCZZV/ref=sr_1_26?keywords=Bags&qid=1697641057&sr=8-26,399,4.0 out of 5 stars,22,Diggy Green,B0CJHVCZZV,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_27?keywords=Bags&qid=1697641057&sr=8-27,496,4.0 out of 5 stars,"1,117",B0BL3SPN16,Northzone,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily."
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_28?keywords=Bags&qid=1697641057&sr=8-28,"1,099",4.2 out of 5 stars,"1,532",B07YFNXC3H,Stoned Walls,Not found
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_29?keywords=Bags&qid=1697641057&sr=8-29,229,4.1 out of 5 stars,"10,281",Not found,Not found,Not found
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_30?keywords=Bags&qid=1697641057&sr=8-30,540,4.0 out of 5 stars,"1,117",B0BL3S5NC1,Northzone,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily."
Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QBD333/ref=sr_1_31?keywords=Bags&qid=1697641057&sr=8-31,"1,299",4.5 out of 5 stars,"4,529",B089QBD333,Arctic Fox,"Introducing Slope Anti-Theft backpack to secure your essentials. A Multi-functional Laptop bag that has feature-rich updates like Anti-theft, mobile charging port, and a new tech-inspired design making it a prefect bag for laptop to organize your electronics and simplify your life on-the-go.."
